scope,id,ja,ko,en,source_commit
global,1834,スカーレットブック,스칼렛북,Scarlet Book,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1835,バイオレットブック,바이올렛북,Violet Book,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1836,ハイダイのサイフ,곤포의 지갑,Kofu’s Wallet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1837,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1838,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1839,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1840,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1841,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1842,ちいさなタケノコ,작은죽순,Tiny Bamboo Shoot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1843,おおきなタケノコ,큰죽순,Big Bamboo Shoot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1844,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1845,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1846,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1847,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1848,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1849,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1850,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1851,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1852,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1853,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1854,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1855,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1856,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1857,あくのかけじく,악의 족자,Scroll of Darkness,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1858,みずのかけじく,물의 족자,Scroll of Waters,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1859,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1860,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1861,ノロイノヨロイ,저주받은갑옷,Malicious Armor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1862,テラピースノーマル,테라피스 노말,Normal Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1863,テラピースほのお,테라피스 불꽃,Fire Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1864,テラピースみず,테라피스 물,Water Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1865,テラピースでんき,테라피스 전기,Electric Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1866,テラピースくさ,테라피스 풀,Grass Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1867,テラピースこおり,테라피스 얼음,Ice Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1868,テラピースかくとう,테라피스 격투,Fighting Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1869,テラピースどく,테라피스 독,Poison Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1870,テラピースじめん,테라피스 땅,Ground Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1871,テラピースひこう,테라피스 비행,Flying Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1872,テラピースエスパー,테라피스 에스퍼,Psychic Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1873,テラピースむし,테라피스 벌레,Bug Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1874,テラピースいわ,테라피스 바위,Rock Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1875,テラピースゴースト,테라피스 고스트,Ghost Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1876,テラピースドラゴン,테라피스 드래곤,Dragon Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1877,テラピースあく,테라피스 악,Dark Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1878,テラピースはがね,테라피스 강철,Steel Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1879,テラピースフェアリー,테라피스 페어리,Fairy Tera Shard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1880,ブーストエナジー,부스트에너지,Booster Energy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1881,とくせいガード,특성가드,Ability Shield,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1882,クリアチャーム,클리어참,Clear Amulet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1883,ものまねハーブ,흉내허브,Mirror Herb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1884,パンチグローブ,펀치글러브,Punching Glove,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1885,おんみつマント,은밀망토,Covert Cloak,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1886,いかさまダイス,속임수주사위,Loaded Dice,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1887,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1888,バゲット,바게트,Baguette,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1889,マヨネーズ,마요네즈,Mayonnaise,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1890,ケチャップ,케첩,Ketchup,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1891,マスタード,머스터드,Mustard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1892,バター,버터,Butter,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1893,ピーナッツバター,땅콩버터,Peanut Butter,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1894,チリソース,칠리소스,Chili Sauce,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1895,ソルト,소금,Salt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1896,ペッパー,후추,Pepper,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1897,ヨーグルト,요구르트,Yogurt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1898,ホイップクリーム,휘핑크림,Whipped Cream,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1899,クリームチーズ,크림치즈,Cream Cheese,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1900,ベリージャム,베리잼,Jam,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1901,マーマレード,마멀레이드,Marmalade,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1902,オリーブオイル,올리브오일,Olive Oil,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1903,ビネガー,비니거,Vinegar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1904,ひでん：あまスパイス,비전 달콤스파이스,Sweet Herba Mystica,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1905,ひでん：しおスパイス,비전 짭짤스파이스,Salty Herba Mystica,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1906,ひでん：すぱスパイス,비전 새콤스파이스,Sour Herba Mystica,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1907,ひでん：にがスパイス,비전 쌉쌀스파이스,Bitter Herba Mystica,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1908,ひでん：からスパイス,비전 매콤스파이스,Spicy Herba Mystica,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1909,レタス,양상추,Lettuce,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1910,トマトスライス,토마토슬라이스,Tomato,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1911,カットミニトマト,방울토마토슬라이스,Cherry Tomatoes,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1912,キュウリスライス,오이슬라이스,Cucumber,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1913,ピクルススライス,피클슬라이스,Pickle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1914,たまねぎスライス,양파슬라이스,Onion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1915,アーリーレッド,적양파,Red Onion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1916,ピーマンスライス,피망슬라이스,Green Bell Pepper,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1917,あかパプリカスライス,빨간파프리카슬라이스,Red Bell Pepper,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1918,きパプリカスライス,노란파프리카슬라이스,Yellow Bell Pepper,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1919,アボカド,아보카도,Avocado,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1920,やきベーコン,구운베이컨,Bacon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1921,ハムスライス,슬라이스햄,Ham,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1922,なまハム,생햄,Prosciutto,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1923,やきチョリソー,구운초리조,Chorizo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1924,ハーブソーセージ,허브소시지,Herbed Sausage,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1925,ハンバーグ,햄버그,Hamburger,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1926,ガケガニスティック,절벼게맛살,Klawf Stick,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1927,スモークきりみ,훈제토막,Smoked Fillet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1928,きりみフライ,튀긴토막,Fried Fillet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1929,スライスエッグ,에그슬라이스,Egg,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1930,トルティージャ,토르티야,Potato Tortilla,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1931,トーフ,두부,Tofu,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1932,ライス,라이스,Rice,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1933,ヌードル,누들,Noodles,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1934,ポテトサラダ,감자샐러드,Potato Salad,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1935,スライスチーズ,슬라이스치즈,Cheese,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1936,バナナスライス,바나나슬라이스,Banana,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1937,いちごスライス,딸기슬라이스,Strawberry,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1938,わぎりリンゴ,사과슬라이스,Apple,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1939,わぎりキウイ,키위슬라이스,Kiwi,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1940,カットパイン,파인애플슬라이스,Pineapple,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1941,ハラペーニョ,할라페뇨,Jalapeño,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1942,ホースラディッシュ,호스래디시,Horseradish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1943,カレーパウダー,카레파우더,Curry Powder,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1944,ワサビソース,와사비소스,Wasabi,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1945,クレソン,물냉이,Watercress,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1946,バジル,바질,Basil,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1947,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1948,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1949,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1950,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1951,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1952,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1953,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1954,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1955,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1956,コンパンのキバ,콘팡의이빨,Venonat Fang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1957,ディグダのつち,디그다의흙,Diglett Dirt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1958,ニャースのけ,나옹의털,Meowth Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1959,コダックのうもう,고라파덕의솜털,Psyduck Down,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1960,マンキーのけ,망키의털,Mankey Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1961,ガーディのけ,가디의털,Growlithe Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1962,ヤドンのツメ,야돈의발톱,Slowpoke Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1963,コイルのねじ,코일의나사,Magnemite Screw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1964,ベトベターのどくそ,질퍽이의독소,Grimer Toxin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1965,シェルダーのしんじゅ,셀러의진주,Shellder Pearl,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1966,ゴースのガス,고오스의가스,Gastly Gas,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1967,スリープのけ,슬리프의털,Drowzee Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1968,ビリリダマのでんき,찌리리공의전기,Voltorb Sparks,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1969,ストライクのツメ,스라크의발톱,Scyther Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1970,ケンタロスのけ,켄타로스의털,Tauros Hair,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1971,コイキングのウロコ,잉어킹의비늘,Magikarp Scales,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1972,メタモンのべたべた,메타몽의끈끈이,Ditto Goo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1973,イーブイのけ,이브이의털,Eevee Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1974,ミニリュウのウロコ,미뇽의비늘,Dratini Scales,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1975,ピチューのけ,피츄의털,Pichu Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1976,ププリンのけ,푸푸린의털,Igglybuff Fluff,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1977,メリープのけだま,메리프의털뭉치,Mareep Wool,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1978,ハネッコのはっぱ,통통코의잎,Hoppip Leaf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1979,ヒマナッツのはっぱ,해너츠의잎,Sunkern Leaf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1980,ヤミカラスのおたから,니로우의보물,Murkrow Bauble,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1981,ムウマのなみだ,무우마의눈물,Misdreavus Tears,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1982,キリンリキのけ,키링키의털,Girafarig Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1983,クヌギダマのから,피콘의껍데기,Pineco Husk,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1984,ノコッチのウロコ,노고치의비늘,Dunsparce Scales,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1985,ハリーセンのトゲ,침바루의가시,Qwilfish Spines,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1986,ヘラクロスのツメ,헤라크로스의발톱,Heracross Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1987,ニューラのツメ,포푸니의손톱,Sneasel Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1988,ヒメグマのツメ,깜지곰의손톱,Teddiursa Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1989,デリバードのにもつ,딜리버드의짐,Delibird Parcel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1990,デルビルのキバ,델빌의이빨,Houndour Fang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1991,ゴマゾウのツメ,코코리의발톱,Phanpy Nail,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1992,オドシシのけ,노라키의털,Stantler Hair,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1993,ヨーギラスのツメ,애버라스의발톱,Larvitar Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1994,キャモメのはね,갈모매의깃털,Wingull Feather,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1995,ラルトスのおとしもの,랄토스의유실물,Ralts Dust,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1996,アメタマのミツ,비구술의꿀,Surskit Syrup,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1997,キノココのほうし,버섯꼬의포자,Shroomish Spores,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1998,ナマケロのけ,게을로의털,Slakoth Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1999,マクノシタのあせ,마크탕의땀,Makuhita Sweat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2000,ルリリのけ,루리리의털,Azurill Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2001,ヤミラミのほうせき,깜까미의보석,Sableye Gem,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2002,アサナンのあせ,요가랑의땀,Meditite Sweat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2003,ゴクリンのねんえき,꼴깍몬의점액,Gulpin Mucus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2004,ドンメルのようがん,둔타의용암,Numel Lava,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2005,コータスのせきたん,코터스의석탄,Torkoal Coal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2006,バネブーのしんじゅ,피그점프의진주,Spoink Pearl,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2007,サボネアのトゲ,선인왕의가시,Cacnea Needle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2008,チルットのはね,파비코의깃털,Swablu Fluff,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2009,ザングースのツメ,쟝고의발톱,Zangoose Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2010,ハブネークのキバ,세비퍼의이빨,Seviper Fang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2011,ドジョッチのねんえき,미꾸리의점액,Barboach Slime,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2012,カゲボウズのきれはし,어둠대신의천조각,Shuppet Scrap,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2013,トロピウスのはっぱ,트로피우스의잎,Tropius Leaf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2014,ユキワラシのけ,눈꼬마의털,Snorunt Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2015,ラブカスのウロコ,사랑동이의비늘,Luvdisc Scales,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2016,タツベイのウロコ,아공이의비늘,Bagon Scales,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2017,ムックルのはね,찌르꼬의깃털,Starly Feather,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2018,コロボーシのぬけがら,귀뚤뚜기의허물,Kricketot Shell,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2019,コリンクのキバ,꼬링크의이빨,Shinx Fang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2020,ミツハニーのミツ,세꿀버리의꿀,Combee Honey,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2021,パチリスのけ,파치리스의털,Pachirisu Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2022,ブイゼルのけ,브이젤의털,Buizel Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2023,カラナクシのねんえき,깝질무의점액,Shellos Mucus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2024,フワンテのガス,흔들풍손의가스,Drifloon Gas,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2025,スカンプーのけ,스컹뿡의털,Stunky Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2026,ドーミラーのかけら,동미러의조각,Bronzor Fragment,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2027,ウソハチのなみだ,꼬지지의눈물,Bonsly Tears,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2028,ピンプクのおとしもの,핑복의유실물,Happiny Dust,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2029,ミカルゲのかけら,화강돌의조각,Spiritomb Fragment,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2030,フカマルのウロコ,딥상어동의비늘,Gible Scales,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2031,リオルのけ,리오르의털,Riolu Fur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2032,ヒポポタスのすな,히포포타스의모래,Hippopotas Sand,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2033,グレッグルのどくそ,삐딱구리의독소,Croagunk Poison,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2034,ケイコウオのウロコ,형광어의비늘,Finneon Scales,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2035,ユキカブリのみ,눈쓰개의열매,Snover Berries,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,2036,ロトムのでんき,로토무의전기,Rotom Sparks,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
